PREFIJO;LOCALIDAD;PROVINCIA;DEPARTAMENTO
383;SAN JOSE;CATAMARCA;BELEN
383;SAN PABLO;CATAMARCA;CAPAYAN
383;SAN PEDRO;CATAMARCA;CAPAYAN
383;SAN PEDRO DE CAPAYAN;CATAMARCA;CAPAYAN
383;VILLISMAN;CATAMARCA;EL ALTO
3832;ANCASTI;CATAMARCA;ANCASTI
3832;ANQUINCILLA;CATAMARCA;ANCASTI
3832;BALDE DE LA PUNTA;CATAMARCA;
3832;CANDELARIA;CATAMARCA;ANCASTI
3832;CASA DE PIEDRA;CATAMARCA;LA PAZ
3832;EL AYBAL;CATAMARCA;LA PAZ
3832;EL DIVISADERO;CATAMARCA;LA PAZ
3832;ESQUIU;CATAMARCA;LA PAZ
3832;ICAÑO;CATAMARCA;LA PAZ
3832;LA DORADA;CATAMARCA;LA PAZ
3832;LA GUARDIA;CATAMARCA;LA PAZ
3832;LA MAJADA;CATAMARCA;ANCASTI
3832;LAS ESQUINAS;CATAMARCA;VALLE VIEJO
3832;QUIROS;CATAMARCA;LA PAZ
3832;RECREO;CATAMARCA;LA PAZ
3832;SAN ANTONIO;CATAMARCA;PACLIN
3832;SAN ANTONIO DE LA PAZ;CATAMARCA;PACLIN
3832;SAN ANTONIO SUR;CATAMARCA;PACLIN
3832;SAN MARTIN;CATAMARCA;CAPAYAN
3835;AMANAO;CATAMARCA;ANDALGALA
3835;ANDALGALA;CATAMARCA;ANDALGALA
3835;ANTOFAGASTA DE LA SIERRA;CATAMARCA;ANTOFAGASTA DE LA SIERRA
3835;BAJO LA ALUMBRERA;CATAMARCA;
3835;BARRANCA LARGA;CATAMARCA;BELEN
3835;BELEN;CATAMARCA;BELEN
3835;BUENA VISTA;CATAMARCA;
3835;COLANA;CATAMARCA;POMAN
3835;COLPES;CATAMARCA;POMAN
3835;CORRAL QUEMADO;CATAMARCA;BELEN
3835;CHAQUIAGO;CATAMARCA;ANDALGALA
3835;CHOYA;CATAMARCA;ANDALGALA
3835;EL ALAMITO;CATAMARCA;ANDALGALA
3835;EL BOLSON;CATAMARCA;AMBATO
3835;EL LINDERO;CATAMARCA;ANDALGALA
3835;EL PAJONAL;CATAMARCA;POMAN
3835;EL PEÑON;CATAMARCA;ANTOFAGASTA DE LA SIERRA
3835;EL POTRERO;CATAMARCA;ANDALGALA
3835;HUALFIN;CATAMARCA;BELEN
3835;JACIPUNCO;CATAMARCA;BELEN
3835;JOYANGO;CATAMARCA;
3835;LA AGUADA;CATAMARCA;
3835;LAS CHACRITAS;CATAMARCA;AMBATO
3835;LONDRES;CATAMARCA;BELEN
3835;LOS NACIMIENTOS;CATAMARCA;BELEN
3835;LOS VARELA;CATAMARCA;AMBATO
3835;MINA FARALLON NEGRO;CATAMARCA;BELEN
3835;MINERA DEL ALTIPLANO;CATAMARCA;
3835;MUTQUIN;CATAMARCA;POMAN
3835;POMAN;CATAMARCA;POMAN
3835;PUERTA DEL CORRAL QUEMADO;CATAMARCA;BELEN
3835;RINCON;CATAMARCA;POMAN
3835;ROSARIO DE COLANA;CATAMARCA;
3835;SAN FERNANDO;CATAMARCA;BELEN
3835;SAN MIGUEL;CATAMARCA;POMAN
3835;SAUJIL;CATAMARCA;TINOGASTA
3835;SIJAN;CATAMARCA;POMAN
3835;SINGUIL;CATAMARCA;AMBATO
3835;TATON;CATAMARCA;
3835;VILLA VILL;CATAMARCA;BELEN
3837;COPACABANA;CATAMARCA;TINOGASTA
3837;EL DURAZNO OESTE;CATAMARCA;BELEN
3837;EL PUEBLITO;CATAMARCA;
3837;FIAMBALA;CATAMARCA;TINOGASTA
3837;LA GRUTA;CATAMARCA;
3837;LAS CORTADERAS;CATAMARCA;
3837;MEDANITOS;CATAMARCA;TINOGASTA
3837;PALO BLANCO;CATAMARCA;TINOGASTA
3837;PUNTA DEL AGUA;CATAMARCA;
3837;SAUJIL;CATAMARCA;TINOGASTA
3837;TINOGASTA;CATAMARCA;TINOGASTA
3838;EL CAJON;CATAMARCA;SANTA MARIA
3838;LA HOYADA;CATAMARCA;SANTA MARIA
3838;SAN JOSE NORTE;CATAMARCA;
3838;SANTA MARIA;CATAMARCA;SANTA MARIA
3841;MONTE QUEMADO;SANTIAGO DEL ESTERO;COPO
3841;PAMPA DE LOS GUANACOS;SANTIAGO DEL ESTERO;COPO
3841;SACHAYOJ;SANTIAGO DEL ESTERO;ALBERDI
3843;QUIMILI;SANTIAGO DEL ESTERO;MORENO
3844;AÑATUYA;SANTIAGO DEL ESTERO;GENERAL TABOADA
3844;COLONIA DORA;SANTIAGO DEL ESTERO;AVELLANEDA
3844;HERRERA;SANTIAGO DEL ESTERO;AVELLANEDA
3844;ICAÑO;SANTIAGO DEL ESTERO;AVELLANEDA
3844;LUGONES;SANTIAGO DEL ESTERO;AVELLANEDA
3844;MAILIN;SANTIAGO DEL ESTERO;AVELLANEDA
3844;REAL SAYANA;SANTIAGO DEL ESTERO;AVELLANEDA
3844;TACAÑITAS;SANTIAGO DEL ESTERO;GENERAL TABOADA
3845;BREA POZO;SANTIAGO DEL ESTERO;SAN MARTIN
3845;ESTACION ATAMISQUI;SANTIAGO DEL ESTERO;ATAMISQUI
3845;MEDELLIN;SANTIAGO DEL ESTERO;ATAMISQUI
3845;NUEVA FRANCIA;SANTIAGO DEL ESTERO;SILIPICA
3845;VILLA ATAMISQUI;SANTIAGO DEL ESTERO;ATAMISQUI
3845;VILLA NUEVA;SANTIAGO DEL ESTERO;SAN MARTIN
3845;VILLA SAN MARTIN;SANTIAGO DEL ESTERO;LORETO
3846;CAMPO GALLO;SANTIAGO DEL ESTERO;ALBERDI
3846;TINTINA;SANTIAGO DEL ESTERO;MORENO
385;ANTAJE;SANTIAGO DEL ESTERO;BANDA
385;ARRAGA;SANTIAGO DEL ESTERO;SILIPICA
385;BELTRAN;SANTIAGO DEL ESTERO;ROBLES
385;CAÑADA ESCOBAR;SANTIAGO DEL ESTERO;BANDA
385;CLODOMIRA;SANTIAGO DEL ESTERO;BANDA
385;CHAUCHILLAS;SANTIAGO DEL ESTERO;RIO HONDO
385;EL ZANJON;SANTIAGO DEL ESTERO;CAPITAL
385;FERNANDEZ;SANTIAGO DEL ESTERO;ROBLES
385;FORRES;SANTIAGO DEL ESTERO;ROBLES
385;LA AURORA;SANTIAGO DEL ESTERO;BANDA
385;LOS NUÑEZ;SANTIAGO DEL ESTERO;RIO HONDO
385;LOS QUIROGA;SANTIAGO DEL ESTERO;BANDA
385;LOS SORIA;SANTIAGO DEL ESTERO;BANDA
385;MACO;SANTIAGO DEL ESTERO;CAPITAL
385;MAQUITO;SANTIAGO DEL ESTERO;CAPITAL
385;SANTA MARIA;SANTIAGO DEL ESTERO;CAPITAL
385;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;CAPITAL
385;SIMBOL;SANTIAGO DEL ESTERO;SILIPICA
385;SIMBOLAR;SANTIAGO DEL ESTERO;BANDA
385;TRAMO 16;SANTIAGO DEL ESTERO;BANDA
385;TRAMO 20;SANTIAGO DEL ESTERO;BANDA
385;VILMER;SANTIAGO DEL ESTERO;ROBLES
385;VUELTA DE LA BARRANCA;SANTIAGO DEL ESTERO;CAPITAL
385;YANDA;SANTIAGO DEL ESTERO;CAPITAL
3854;ANCAJAN;SANTIAGO DEL ESTERO;CHOYA
3854;CHOYA;SANTIAGO DEL ESTERO;CHOYA
3854;FRIAS;SANTIAGO DEL ESTERO;CHOYA
3854;GENERAL LAVALLE;SANTIAGO DEL ESTERO;GUASAYAN
3854;LAS PALOMITAS;SANTIAGO DEL ESTERO;
3854;SAN PEDRO;SANTIAGO DEL ESTERO;JIMENEZ
3854;TAPSO;CATAMARCA;EL ALTO
3855;BANDERA BAJADA;SANTIAGO DEL ESTERO;FIGUEROA
3855;CASPI CORRAL;SANTIAGO DEL ESTERO;FIGUEROA
3855;COLONIA EL SIMBOLAR;SANTIAGO DEL ESTERO;ROBLES
3855;GARZA;SANTIAGO DEL ESTERO;SARMIENTO
3855;KILOMETRO 30;SANTIAGO DEL ESTERO;FIGUEROA
3855;MATARA;SANTIAGO DEL ESTERO;JUAN FELIPE IBARRA
3855;MINERVA;SANTIAGO DEL ESTERO;FIGUEROA
3855;SUNCHO CORRAL;SANTIAGO DEL ESTERO;JUAN FELIPE IBARRA
3856;LOS TELARES;SANTIAGO DEL ESTERO;SALAVINA
3856;OJO DE AGUA;SANTIAGO DEL ESTERO;OJO DE AGUA
3856;SALAVINA;SANTIAGO DEL ESTERO;SALAVINA
3856;SUMAMPA;SANTIAGO DEL ESTERO;QUEBRACHOS
3857;BANDERA;SANTIAGO DEL ESTERO;BELGRANO
3857;COLONIA ALPINA;SANTIAGO DEL ESTERO;RIVADAVIA
3857;GUARDIA ESCOLTA;SANTIAGO DEL ESTERO;BELGRANO
3857;LOS JURIES;SANTIAGO DEL ESTERO;GENERAL TABOADA
3857;MALBRAN;SANTIAGO DEL ESTERO;AGUIRRE
3857;PALO NEGRO;SANTIAGO DEL ESTERO;RIVADAVIA
3857;PINTO;SANTIAGO DEL ESTERO;
3857;SELVA;SANTIAGO DEL ESTERO;RIVADAVIA
3858;COLONIA TINCO;SANTIAGO DEL ESTERO;RIO HONDO
3858;EL CHARCO;SANTIAGO DEL ESTERO;RIO HONDO
3858;LA DONOSA;SANTIAGO DEL ESTERO;
3858;MANSUPA;SANTIAGO DEL ESTERO;RIO HONDO
3858;POZO HONDO;SANTIAGO DEL ESTERO;JIMENEZ
3858;POZUELOS;SANTIAGO DEL ESTERO;RIO HONDO
3858;TERMAS DE RIO HONDO;SANTIAGO DEL ESTERO;RIO HONDO
3858;VILLA RIO HONDO;SANTIAGO DEL ESTERO;RIO HONDO
3858;VINARA;SANTIAGO DEL ESTERO;RIO HONDO
3861;ARENALES;SANTIAGO DEL ESTERO;
3861;BOBADAL;SANTIAGO DEL ESTERO;JIMENEZ
3861;EL MOJON;SANTIAGO DEL ESTERO;PELLEGRINI
3861;NUEVA ESPERANZA;SANTIAGO DEL ESTERO;PELLEGRINI
3861;POZO BETBEDER;SANTIAGO DEL ESTERO;PELLEGRINI
3861;RAPELLI;SANTIAGO DEL ESTERO;PELLEGRINI
3861;SANTO DOMINGO;SANTIAGO DEL ESTERO;PELLEGRINI
3862;CHOROMORO;TUCUMAN;TRANCAS
3862;GONZALO;TUCUMAN;
3862;NORCO;TUCUMAN;
3862;SAN PEDRO DE COLALAO;TUCUMAN;TRANCAS
3862;TRANCAS;TUCUMAN;TRANCAS
3863;ACHERAL;TUCUMAN;MONTEROS
3863;FAMAILLA;TUCUMAN;FAMAILLA
3863;INDEPENDENCIA;TUCUMAN;MONTEROS
3863;LEALES;TUCUMAN;LEALES
3863;MONTEROS;TUCUMAN;MONTEROS
3863;PUEBLO VIEJO;TUCUMAN;
3863;RIO COLORADO;TUCUMAN;LEALES
3863;RIO SECO;TUCUMAN;MONTEROS
3863;SANTA LUCIA;TUCUMAN;MONTEROS
3863;SANTA ROSA DE LEALES;TUCUMAN;LEALES
3863;SIMOCA;TUCUMAN;SIMOCA
3863;VILLA FIAD;TUCUMAN;LEALES
3863;VILLA QUINTEROS;TUCUMAN;MONTEROS
3865;AGUILARES;TUCUMAN;RIO CHICO
3865;ALPACHIRI;TUCUMAN;CHICLIGASTA
3865;ALTO VERDE;TUCUMAN;CHICLIGASTA
3865;ARCADIA;TUCUMAN;CHICLIGASTA
3865;COLONIA NUEVA TRINIDAD;TUCUMAN;SIMOCA
3865;CONCEPCION;TUCUMAN;CHICLIGASTA
3865;ESCABA DE ABAJO;TUCUMAN;
3865;JUAN BAUTISTA ALBERDI;TUCUMAN;JUAN BAUTISTA ALBERDI
3865;LA COCHA;TUCUMAN;LA COCHA
3865;LA TRINIDAD;TUCUMAN;CHICLIGASTA
3865;LOS SARMIENTOS;TUCUMAN;RIO CHICO
3865;PUEBLO VIEJO;TUCUMAN;
3865;SANTA ANA;TUCUMAN;RIO CHICO
3865;VILLA BELGRANO;TUCUMAN;JUAN BAUTISTA ALBERDI
3867;EL MOLLAR;TUCUMAN;TAFI DEL VALLE
3867;TAFI DEL VALLE;TUCUMAN;TAFI DEL VALLE
3868;ANGASTACO;SALTA;SAN CARLOS
3868;ANIMAMA;SALTA;SAN CARLOS
3868;CACHI;SALTA;CACHI
3868;CAFAYATE;SALTA;CAFAYATE
3868;EL BARRIAL;SALTA;SAN CARLOS
3868;FINCA PALERMO;SALTA;
3868;LA PAYA;SALTA;
3868;LURACATAO;SALTA;
3868;MOLINOS;SALTA;MOLINOS
3868;PAYOGASTA;SALTA;CACHI
3868;SAN CARLOS;SALTA;SAN CARLOS
3868;SECLANTAS;SALTA;MOLINOS
3868;TOLOMBON;SALTA;CAFAYATE
3869;ESTACION ARAOZ;TUCUMAN;LEALES
3869;LAS CEJAS;TUCUMAN;CRUZ ALTA
3869;LOS RALOS;TUCUMAN;CRUZ ALTA
3869;PALA PALA;TUCUMAN;LEALES
3869;QUILMES;TUCUMAN;
3869;RANCHILLOS;TUCUMAN;CRUZ ALTA
3869;VILLA RESCATE;TUCUMAN;
387;ATOCHA;SALTA;CAPITAL
387;CAMPO QUIJANO;SALTA;ROSARIO DE LERMA
387;CAMPO SANTO;SALTA;GENERAL GUEMES
387;CERRILLOS;SALTA;CERRILLOS
387;COBOS;SALTA;GENERAL GUEMES
387;CORONEL MOLDES;SALTA;LA VINA
387;CHICOANA;SALTA;CHICOANA
387;EL CARRIL;SALTA;CHICOANA
387;GUACHIPAS;SALTA;GUACHIPAS
387;GUEMES;SALTA;GENERAL GUEMES
387;INGENIERO MAURY;SALTA;
387;LA CALDERA;SALTA;LA CALDERA
387;LA CALDERILLA;SALTA;LA CALDERA
387;LA CIENAGA;SALTA;CAPITAL
387;LA MERCED;SALTA;RIVADAVIA
387;LA SILLETA;SALTA;ROSARIO DE LERMA
387;LA VINA;SALTA;LA VINA
387;LAS COSTAS;SALTA;CAPITAL
387;LOS ALAMOS;SALTA;CERRILLOS
387;MINA SIJES;SALTA;
387;MINA TINCALAYU;SALTA;
387;OLACAPATO;SALTA;LOS ANDES
387;PASO DE SICO;SALTA;
387;ROSARIO DE LERMA;SALTA;ROSARIO DE LERMA
387;SALAR DE POCITOS;SALTA;LOS ANDES
387;SALTA;SALTA;CAPITAL
387;SAN AGUSTIN;SALTA;CERRILLOS
387;SAN ANTONIO DE LOS COBRES;SALTA;LOS ANDES
387;SAN LORENZO;SALTA;ROSARIO DE LA FRONTERA
387;SAN LUIS;SALTA;
387;TOLAR GRANDE;SALTA;LOS ANDES
387;TRES POZOS;SALTA;
387;VAQUEROS;SALTA;LA CALDERA
3873;AGUARAY;SALTA;GENERAL JOSE DE SAN MARTIN
3873;ALTO DE LA SIERRA;SALTA;RIVADAVIA
3873;CAMPAMENTO VESPUCIO;SALTA;GENERAL JOSE DE SAN MARTIN
3873;CAPIAZUTI;SALTA;GENERAL JOSE DE SAN MARTIN
3873;CORONEL CORNEJO;SALTA;GENERAL JOSE DE SAN MARTIN
3873;GENERAL ENRIQUE MOSCONI;SALTA;
3873;SALVADOR MAZZA;SALTA;GENERAL JOSE DE SAN MARTIN
3873;SANTA MARIA;SALTA;RIVADAVIA
3873;SANTA VICTORIA ESTE;SALTA;RIVADAVIA
3873;TARTAGAL;SALTA;GENERAL JOSE DE SAN MARTIN
3873;TOBANTIRENDA;SALTA;GENERAL JOSE DE SAN MARTIN
3873;YACUI;SALTA;
3876;ANTILLA;SALTA;ROSARIO DE LA FRONTERA
3876;EL GALPON;SALTA;METAN
3876;EL JARDIN;SALTA;LA CANDELARIA
3876;EL TALA;SALTA;LA CANDELARIA
3876;LA CANDELARIA;SALTA;LA CANDELARIA
3876;METAN;SALTA;
3876;RIO PIEDRAS;SALTA;METAN
3876;ROSARIO DE LA FRONTERA;SALTA;ROSARIO DE LA FRONTERA
3876;SAN FELIPE;SALTA;ROSARIO DE LA FRONTERA
3877;APOLINARIO SARAVIA;SALTA;ANTA
3877;CEIBALITO;SALTA;ANTA
3877;CENTRO 25 DE JUNIO;SALTA;ANTA
3877;CORONEL MOLLINEDO;SALTA;ANTA
3877;EL QUEBRACHAL;SALTA;ANTA
3877;GAONA;SALTA;ANTA
3877;GENERAL PIZARRO;SALTA;ANTA
3877;JOAQUIN V. GONZALEZ;SALTA;ANTA
3877;LAS LAJITAS;SALTA;ANTA
3877;LUIS BURELA;SALTA;ANTA
3877;NUESTRA SEÑORA DE TALAVERA;SALTA;ANTA
3877;PIQUETE CABADO;SALTA;ANTA
3877;RIO DEL VALLE;SALTA;ANTA
3877;TACO POZO;CHACO;ALMIRANTE BROWN
3878;AGUAS BLANCAS;SALTA;ORAN
3878;CAMPICHUELO;SALTA;GENERAL JOSE DE SAN MARTIN
3878;COLONIA SANTA ROSA;SALTA;ORAN
3878;CORONEL JUAN SOLA;SALTA;RIVADAVIA
3878;DRAGONES;SALTA;GENERAL JOSE DE SAN MARTIN
3878;EMBARCACION;SALTA;GENERAL JOSE DE SAN MARTIN
3878;GENERAL BALLIVIAN;SALTA;GENERAL JOSE DE SAN MARTIN
3878;HIPOLITO YRIGOYEN;SALTA;ORAN
3878;ISLA DE CANA;SALTA;IRUYA
3878;LA QUENA;SALTA;
3878;LA UNION;SALTA;RIVADAVIA
3878;LOS BLANCOS;SALTA;RIVADAVIA
3878;LOS TOLDOS;SALTA;SANTA VICTORIA
3878;MISION CHAQUEÑA;SALTA;GENERAL JOSE DE SAN MARTIN
3878;ORAN;SALTA;
3878;PADRE LOZANO;SALTA;GENERAL JOSE DE SAN MARTIN
3878;PICHANAL;SALTA;ORAN
3878;PLUMA DE PATO;SALTA;RIVADAVIA
3878;RIVADAVIA;SALTA;RIVADAVIA
3878;URUNDEL;SALTA;ORAN
388;AGUA CALIENTE;JUJUY;EL CARMEN
388;ALTO COMEDERO;JUJUY;
388;BARCENA;JUJUY;TUMBAYA
388;BARRIO LA UNION;JUJUY;EL CARMEN
388;EL CARMEN;JUJUY;EL CARMEN
388;EL MORENO;JUJUY;TUMBAYA
388;JUELLA;JUJUY;TILCARA
388;LAS MADERAS;JUJUY;
388;LEON;JUJUY;DOCTOR MANUEL BELGRANO
388;LOS ALISOS;JUJUY;SAN ANTONIO
388;LOS LAPACHOS - EST. MAQUINISTA VERON;JUJUY;EL CARMEN
388;LOS MANANTIALES;JUJUY;EL CARMEN
388;MAIMARA;JUJUY;TILCARA
388;MINA NUEVE DE OCTUBRE;JUJUY;
388;MONTERRICO;JUJUY;EL CARMEN
388;PALPALA;JUJUY;PALPALA
388;PAMPA BLANCA;JUJUY;EL CARMEN
388;PERICO;JUJUY;EL CARMEN
388;POSTA DE LOZANO;JUJUY;
388;PUESTO VIEJO;JUJUY;EL CARMEN
388;PURMAMARCA;JUJUY;TUMBAYA
388;REYES;JUJUY;
388;SAN ANTONIO;JUJUY;SAN PEDRO
388;SAN JUANCITO SUR;SAN JUAN;CAPITAL
388;SAN SALVADOR DE JUJUY;JUJUY;DOCTOR MANUEL BELGRANO
388;SANTO DOMINGO;JUJUY;RINCONADA
388;TERMAS DE REYES;JUJUY;
388;TILCARA;JUJUY;TILCARA
388;TUMBAYA;JUJUY;TUMBAYA
388;VOLCAN;JUJUY;TUMBAYA
388;YALA;JUJUY;DOCTOR MANUEL BELGRANO
3885;CASIRA;JUJUY;SANTA CATALINA
3885;CIENAGA GRANDE;JUJUY;
3885;CUSI CUSI;JUJUY;SANTA CATALINA
3885;EL ANGOSTO;JUJUY;SANTA CATALINA
3885;LA QUIACA;JUJUY;YAVI
3885;MINA PAN DE AZUCAR;JUJUY;
3885;MINA PIRQUITA;JUJUY;RINCONADA
3885;NAZARENO;JUJUY;
3885;ORATORIO;JUJUY;SANTA CATALINA
3885;RINCONADA;JUJUY;RINCONADA
3885;SAN JUAN DE MISA RUMI;SAN JUAN;CAPITAL
3885;SANTA VICTORIA OESTE;JUJUY;
3885;YAVI;JUJUY;YAVI
3886;CAIMANCITO;JUJUY;LEDESMA
3886;CALILEGUA;JUJUY;LEDESMA
3886;CHALICAN;JUJUY;LEDESMA
3886;EL TALAR;JUJUY;SANTA BARBARA
3886;FRAILE PINTADO;JUJUY;LEDESMA
3886;LIBERTADOR GENERAL SAN MARTIN;JUJUY;LEDESMA
3886;MAIZ NEGRO;JUJUY;
3886;PALMA SOLA;JUJUY;SANTA BARBARA
3886;PAMPICHUELA;JUJUY;VALLE GRANDE
3886;SAN FRANCISCO;JUJUY;VALLE GRANDE
3886;VALLE GRANDE;JUJUY;VALLE GRANDE
3886;VIÑALITO;JUJUY;SANTA BARBARA
3886;YUTO;JUJUY;LEDESMA
3887;ABRA PAMPA;JUJUY;COCHINOCA
3887;ABRALAITE;JUJUY;COCHINOCA
3887;CATUA;JUJUY;SUSQUES
3887;COCTACA;JUJUY;HUMAHUACA
3887;CONDOR;JUJUY;YAVI
3887;CORANZULI;JUJUY;SUSQUES
3887;EL AGUILAR;JUJUY;HUMAHUACA
3887;HIPOLITO YRIGOYEN;JUJUY;HUMAHUACA
3887;HUANCAR;JUJUY;SUSQUES
3887;HUMAHUACA;JUJUY;HUMAHUACA
3887;IRUYA;JUJUY;
3887;OLAROZ CHICO;JUJUY;SUSQUES
3887;PASO DE JAMA;JUJUY;
3887;PASTOS CHICOS;JUJUY;SUSQUES
3887;PUEBLO VIEJO;JUJUY;
3887;SAN JUAN DE QUILLAQUES;SAN JUAN;CAPITAL
3887;SANTA ANA;JUJUY;VALLE GRANDE
3887;SUSQUES;JUJUY;SUSQUES
3887;TRES CRUCES;JUJUY;HUMAHUACA
3887;TUSAQUILLA;JUJUY;COCHINOCA
3887;UQUIA;JUJUY;
3887;VALLE COLORADO;JUJUY;VALLE GRANDE
3888;AGUA CALIENTE;JUJUY;EL CARMEN
3888;ARRAYANAL;JUJUY;SAN PEDRO
3888;BARRO NEGRO;JUJUY;SAN PEDRO
3888;DON EMILIO;JUJUY;SAN PEDRO
3888;EL FUERTE;JUJUY;SANTA BARBARA
3888;EL HACHERAL;JUJUY;SAN PEDRO
3888;EL PIQUETE;JUJUY;SANTA BARBARA
3888;EL PUESTO;JUJUY;SAN PEDRO
3888;INGENIO LA ESPERANZA;JUJUY;
3888;LA MANGA;JUJUY;SAN PEDRO
3888;LA MENDIETA;JUJUY;SAN PEDRO
3888;LAS PAMPITAS;JUJUY;EL CARMEN
3888;LOTE PALOS BLANCOS;JUJUY;SAN PEDRO
3888;MIRAFLORES;JUJUY;SAN PEDRO
3888;PARAPETI;JUJUY;SAN PEDRO
3888;PIEDRITAS;JUJUY;SAN PEDRO
3888;PUENTE LAVAYEN;JUJUY;SANTA BARBARA
3888;SAN ANTONIO;JUJUY;SAN PEDRO
3888;SAN PEDRO;JUJUY;SAN PEDRO
3888;SANTA CLARA;JUJUY;SANTA BARBARA
3891;GRANEROS;TUCUMAN;GRANEROS
3891;LA MADRID;TUCUMAN;GRANEROS
3891;MONTEAGUDO;TUCUMAN;SIMOCA
3891;TACO RALO;TUCUMAN;GRANEROS
3892;AMAICHA DEL VALLE;TUCUMAN;TAFI DEL VALLE
3892;ANCAJULI;TUCUMAN;
3892;COLALAO DEL VALLE;TUCUMAN;TAFI DEL VALLE
3894;BURRUYACU;TUCUMAN;BURRUYACU
3894;CHORRILLOS;TUCUMAN;
3894;GOBERNADOR GARMENDIA;TUCUMAN;BURRUYACU
3894;LAGUNA DE ROBLES;TUCUMAN;
3894;RIO DEL NIO;TUCUMAN;
3894;VILLA BENJAMIN ARAOZ;TUCUMAN;BURRUYACU
