PREFIJO;LOCALIDAD;PROVINCIA;DEPARTAMENTO
299;SAUZAL BONITO;NEUQUEN;CONFLUENCIA
299;SENILLOSA;NEUQUEN;CONFLUENCIA
299;VILLA MANZANO;NEUQUEN;
299;VILLA EL CHOCON;NEUQUEN;CONFLUENCIA
3327;BENAVIDEZ;BUENOS AIRES;
3327;LOPEZ CAMELO;BUENOS AIRES;
3329;ALSINA;BUENOS AIRES;GUAMINI
3329;BARADERO;BUENOS AIRES;BARADERO
3329;GOBERNADOR CASTRO;BUENOS AIRES;SAN PEDRO
3329;IRENEO PORTELA;BUENOS AIRES;BARADERO
3329;LA VIOLETA;BUENOS AIRES;PERGAMINO
3329;PEREZ MILLAN;BUENOS AIRES;RAMALLO
3329;RIO TALA;BUENOS AIRES;SAN PEDRO
3329;SAN PEDRO;BUENOS AIRES;SAN PEDRO
3329;SANTA LUCIA;BUENOS AIRES;SAN PEDRO
336;CAMPOS SALLES;BUENOS AIRES;
336;CONESA;BUENOS AIRES;SAN NICOLAS
336;GENERAL ROJO;BUENOS AIRES;SAN NICOLAS
336;SAN NICOLAS;BUENOS AIRES;SAN NICOLAS
3382;AARON CASTELLANOS;SANTA FE;GENERAL LOPEZ
3382;AMENABAR;SANTA FE;GENERAL LOPEZ
3382;CAÑADA SECA;BUENOS AIRES;GENERAL VILLEGAS
3382;DIEGO DE ALVEAR;SANTA FE;GENERAL LOPEZ
3382;RUFINO;SANTA FE;GENERAL LOPEZ
3382;SAN GREGORIO;SANTA FE;GENERAL LOPEZ
3382;SANTA REGINA;SANTA FE;
3382;VILLA SABOYA;SANTA FE;
3382;LA CESIRA;CORDOBA;PRESIDENTE ROQUE SAENZ PENA
3385;GENERAL LEVALLE;CORDOBA;PRESIDENTE ROQUE SAENZ PENA
3385;GUARDIA VIEJA;CORDOBA;
3385;JOVITA;CORDOBA;GENERAL ROCA
3385;LABOULAYE;CORDOBA;PRESIDENTE ROQUE SAENZ PENA
3385;MELO;CORDOBA;PRESIDENTE ROQUE SAENZ PENA
3385;RIOBAMBA;CORDOBA;PRESIDENTE ROQUE SAENZ PENA
3385;ROSALES;CORDOBA;PRESIDENTE ROQUE SAENZ PENA
3385;SAN JOAQUIN;CORDOBA;PRESIDENTE ROQUE SAENZ PENA
3385;SERRANO;CORDOBA;PRESIDENTE ROQUE SAENZ PENA
3385;VILLA ROSSI;CORDOBA;PRESIDENTE ROQUE SAENZ PENA
3387;BOUCHARD;CORDOBA;GENERAL ROCA
3387;ITALO;CORDOBA;GENERAL ROCA
3387;ONAGOITY;CORDOBA;GENERAL ROCA
3388;AMEGHINO;BUENOS AIRES;FLORENTINO AMEGHINO
3388;BANDERALO;BUENOS AIRES;GENERAL VILLEGAS
3388;BLAQUIER;BUENOS AIRES;FLORENTINO AMEGHINO
3388;CORONEL CHARLONE;BUENOS AIRES;GENERAL VILLEGAS
3388;DRABLE;BUENOS AIRES;
3388;EL DIA;BUENOS AIRES;
3388;ELORDI;BUENOS AIRES;GENERAL VILLEGAS
3388;EMILIO BUNGE;BUENOS AIRES;GENERAL VILLEGAS
3388;GENERAL VILLEGAS;BUENOS AIRES;GENERAL VILLEGAS
3388;PIEDRITAS;BUENOS AIRES;GENERAL VILLEGAS
3388;SANTA ELEODORA;BUENOS AIRES;GENERAL VILLEGAS
3388;TRES ALGARROBOS;BUENOS AIRES;CARLOS TEJEDOR
3388;VILLA SAUZE;BUENOS AIRES;GENERAL VILLEGAS
3400;EMPALME VILLA CONSTITUCION;SANTA FE;CONSTITUCION
3400;PAVON;SANTA FE;CONSTITUCION
3400;RUEDA;SANTA FE;CONSTITUCION
3400;THEOBALD;SANTA FE;CONSTITUCION
3400;VILLA CONSTITUCION;SANTA FE;CONSTITUCION
3401;CAMPO CASTRO;SANTA FE;
3401;CAÑADA ROSQUIN;SANTA FE;SAN MARTIN
3401;CARLOS PELLEGRINI;SANTA FE;SAN MARTIN
3401;CASAS;SANTA FE;SAN MARTIN
3401;CENTENO;SANTA FE;SAN JERONIMO
3401;EL TREBOL;SANTA FE;SAN MARTIN
3401;LAS BANDURRIAS;SANTA FE;SAN MARTIN
3401;LOS CARDOS;SANTA FE;SAN MARTIN
3401;MARIA SUSANA;SANTA FE;SAN MARTIN
3401;PIAMONTE;SANTA FE;SAN MARTIN
3401;SAN GENARO;SANTA FE;SAN JERONIMO
3401;SAN GENARO NORTE;SANTA FE;SAN JERONIMO
3402;ALBARELLOS;SANTA FE;ROSARIO
3402;ALVAREZ;SANTA FE;ROSARIO
3402;ARROYO SECO;SANTA FE;ROSARIO
3402;CORONEL BOGADO;SANTA FE;ROSARIO
3402;CORONEL DOMINGUEZ;SANTA FE;
3402;FIGHIERA;SANTA FE;ROSARIO
3402;GENERAL LAGOS;SANTA FE;ROSARIO
3402;PUEBLO ESTHER;SANTA FE;ROSARIO
3402;VILLA AMELIA;SANTA FE;ROSARIO
3404;CAMPO PIAGGIO;SANTA FE;
3404;COLONIA BELGRANO;SANTA FE;SAN MARTIN
3404;GALVEZ;SANTA FE;SAN JERONIMO
3404;GESSLER;SANTA FE;SAN JERONIMO
3404;LARRECHEA;SANTA FE;SAN JERONIMO
3404;LOMA ALTA;SANTA FE;SAN JERONIMO
3404;LOPEZ;SANTA FE;
3404;PILAR;SANTA FE;LAS COLONIAS
3404;SA PEREYRA;SANTA FE;LAS COLONIAS
3404;SAN CARLOS CENTRO;SANTA FE;LAS COLONIAS
3404;SAN CARLOS NORTE;SANTA FE;LAS COLONIAS
3404;SAN EUGENIO;SANTA FE;SAN JERONIMO
3404;SAN JERONIMO DEL SAUCE;SANTA FE;LAS COLONIAS
3404;SAN JERONIMO NORTE;SANTA FE;LAS COLONIAS
3404;SAN MARIANO;SANTA FE;LAS COLONIAS
3404;SANTA CLARA DE BUENA VISTA;SANTA FE;LAS COLONIAS
3404;SANTA MARIA CENTRO;SANTA FE;
3404;SANTA MARIA NORTE;SANTA FE;
3405;ALEJANDRA;SANTA FE;SAN JAVIER
3405;CACIQUE ARIACAIQUIN;SANTA FE;SAN JAVIER
3405;CAYASTA;SANTA FE;GARAY
3405;HELVECIA;SANTA FE;GARAY
3405;LA BRAVA;SANTA FE;SAN JAVIER
3405;SALADERO M CABAL;SANTA FE;
3405;SAN JAVIER;SANTA FE;SAN JAVIER
3406;CASTELAR;SANTA FE;SAN MARTIN
3406;CRISPI;SANTA FE;SAN MARTIN
3406;GARIBALDI;SANTA FE;CASTELLANOS
3406;LANDETA;SANTA FE;SAN MARTIN
3406;LAS PETACAS;SANTA FE;SAN MARTIN
3406;MARIA JUANA;SANTA FE;CASTELLANOS
3406;SAN JORGE;SANTA FE;SAN MARTIN
3406;SAN MARTIN DE LAS ESCOBAS;SANTA FE;SAN MARTIN
3406;SASTRE;SANTA FE;SAN MARTIN
3406;TRAILL;SANTA FE;SAN MARTIN
3407;EL PARAISO;BUENOS AIRES;RAMALLO
3407;RAMALLO;BUENOS AIRES;RAMALLO
3407;VILLA RAMALLO;BUENOS AIRES;RAMALLO
3408;AGUARA GRANDE;SANTA FE;SAN CRISTOBAL
3408;COLONIA PORTUGALETE;SANTA FE;
3408;LA CABRAL;SANTA FE;SAN CRISTOBAL
3408;LA LUCILA;SANTA FE;
3408;LAS AVISPAS;SANTA FE;SAN CRISTOBAL
3408;ÑANDUCITA;SANTA FE;SAN CRISTOBAL
3408;SAN CRISTOBAL;SANTA FE;SAN CRISTOBAL
3409;COLONIA BOSSI;SANTA FE;SAN CRISTOBAL
3409;COLONIA CLARA;SANTA FE;
3409;CONSTANZA;SANTA FE;SAN CRISTOBAL
3409;LAS PALMERAS;SANTA FE;SAN CRISTOBAL
3409;MOISES VILLE;SANTA FE;SAN CRISTOBAL
3409;MONIGOTES;SANTA FE;SAN CRISTOBAL
3409;PALACIOS;SANTA FE;SAN CRISTOBAL
341;CAPITAN BERMUDEZ;SANTA FE;SAN LORENZO
341;CARCARAÑA;SANTA FE;SAN LORENZO
341;CORONEL ARNOLD;SANTA FE;SAN LORENZO
341;FUNES;SANTA FE;ROSARIO
341;IBARLUCEA;SANTA FE;ROSARIO
341;PEREZ;SANTA FE;ROSARIO
341;ROLDAN;SANTA FE;SAN LORENZO
341;ROSARIO;SANTA FE;ROSARIO
341;SAN JERONIMO SUR;SANTA FE;SAN LORENZO
341;SOLDINI;SANTA FE;ROSARIO
341;VILLA GOBERNADOR GALVEZ;SANTA FE;ROSARIO
341;ZAVALLA;SANTA FE;ROSARIO
342;AERODROMO SAUCE VIEJO;SANTA FE;LA CAPITAL
342;ARROYO AGUIAR;SANTA FE;LA CAPITAL
342;COLASTINE;SANTA FE;
342;COLONIA LOS ZAPALLOS;SANTA FE;GARAY
342;COLONIA SAN JOSE;SANTA FE;SAN JAVIER
342;CORONDA;SANTA FE;SAN JERONIMO
342;DESVIO ARIJON;SANTA FE;SAN JERONIMO
342;EMPALME SAN CARLOS;SANTA FE;LAS COLONIAS
342;FRANCK;SANTA FE;LAS COLONIAS
342;GOBERNADOR CANDIOTI;SANTA FE;LA CAPITAL
342;LAGUNA PAIVA;SANTA FE;LA CAPITAL
342;LAS TUNAS;SANTA FE;LAS COLONIAS
342;MANUCHO;SANTA FE;LA CAPITAL
342;MATILDE;SANTA FE;LAS COLONIAS
342;MONTE VERA;SANTA FE;LA CAPITAL
342;NELSON;SANTA FE;LA CAPITAL
342;RECREO;SANTA FE;LA CAPITAL
342;SAN AGUSTIN;SANTA FE;LAS COLONIAS
342;SAN JOSE DEL RINCON;SANTA FE;LA CAPITAL
342;SANTA FE;SANTA FE;LA CAPITAL
342;SANTA ROSA;SANTA FE;GARAY
342;SAUCE VIEJO;SANTA FE;LA CAPITAL
343;ALDEA BRASILERA;ENTRE RIOS;DIAMANTE
343;ALDEA EIGENFELD;ENTRE RIOS;
343;ALDEA MARIA LUISA;ENTRE RIOS;PARANA
343;ALDEA PROTESTANTE;ENTRE RIOS;DIAMANTE
343;ALDEA SALTO;ENTRE RIOS;DIAMANTE
343;ALDEA SAN RAFAEL;ENTRE RIOS;PARANA
343;ALDEA SANTA MARIA;ENTRE RIOS;PARANA
343;ALDEA SPATZENKUTTER;ENTRE RIOS;DIAMANTE
343;ALDEA VALLE MARIA;ENTRE RIOS;DIAMANTE
343;CAMPS;ENTRE RIOS;
343;CERRITO;ENTRE RIOS;PARANA
343;COLONIA ALVEAR;ENTRE RIOS;
343;COLONIA ENSAYO;ENTRE RIOS;DIAMANTE
343;COLONIA NUEVA;ENTRE RIOS;PARANA
343;CRESPO;ENTRE RIOS;PARANA
343;CURTIEMBRE;ENTRE RIOS;PARANA
343;DIAMANTE;ENTRE RIOS;DIAMANTE
343;DOLL;ENTRE RIOS;
343;EL PALENQUE;ENTRE RIOS;PARANA
343;EL PINGO;ENTRE RIOS;PARANA
343;GENERAL RACEDO;ENTRE RIOS;DIAMANTE
343;GENERAL RAMIREZ;ENTRE RIOS;DIAMANTE
343;HASENKAMP;ENTRE RIOS;PARANA
343;LA LOMA;ENTRE RIOS;
343;LA PICADA;ENTRE RIOS;PARANA
343;MARIA GRANDE;ENTRE RIOS;PARANA
343;MARIA GRANDE SEGUNDA SUR;ENTRE RIOS;PARANA
343;ORO VERDE;ENTRE RIOS;PARANA
343;PARANA;ENTRE RIOS;PARANA
343;PUEBLO BRUGO;ENTRE RIOS;PARANA
343;PUEBLO SAN MARTIN;ENTRE RIOS;
343;PUIGGARI;ENTRE RIOS;
343;SAN BENITO;ENTRE RIOS;PARANA
343;SAUCE PINTO;ENTRE RIOS;PARANA
343;SEGUI;ENTRE RIOS;PARANA
343;SOSA;ENTRE RIOS;
343;TEZANOS PINTO;ENTRE RIOS;PARANA
343;VIALE;ENTRE RIOS;PARANA
343;VILLA FONTANA;ENTRE RIOS;PARANA
343;VILLA GOBERNADOR ETCHEVERE;ENTRE RIOS;
343;VILLA HERNANDARIAS;ENTRE RIOS;PARANA
343;VILLA LIBERTADOR GENERAL SAN MARTIN;ENTRE RIOS;DIAMANTE
343;VILLA TABOSSI;ENTRE RIOS;PARANA
343;VILLA URQUIZA;ENTRE RIOS;PARANA
3435;20 DE SETIEMBRE;ENTRE RIOS;
3435;CRUCESITAS TERCERA;ENTRE RIOS;
3435;DON CRISTOBAL 2DO;ENTRE RIOS;
3435;DON CRISTOBAL PRIMERO;ENTRE RIOS;
3435;EST. GOBERNADOR FEBRE;ENTRE RIOS;
3435;HERNANDEZ;ENTRE RIOS;NOGOYA
3435;LUCAS GONZALEZ;ENTRE RIOS;NOGOYA
3435;NOGOYA;ENTRE RIOS;NOGOYA
3436;ARANGUREN;ENTRE RIOS;NOGOYA
3436;LAS CUEVAS;ENTRE RIOS;DIAMANTE
3436;MOLINO DOLL;ENTRE RIOS;VICTORIA
3436;PAJONAL;ENTRE RIOS;
3436;PUEBLITO;ENTRE RIOS;
3436;RINCON;ENTRE RIOS;VICTORIA
3436;VICTORIA;ENTRE RIOS;VICTORIA
3437;CENTENARIO;ENTRE RIOS;
3437;EL CARMEN;ENTRE RIOS;DIAMANTE
3437;EL QUEBRACHO;ENTRE RIOS;LA PAZ
3437;LA PAZ;ENTRE RIOS;LA PAZ
3437;PASO MEDINA;ENTRE RIOS;
3437;PASO POTRILLO;ENTRE RIOS;
3437;PUERTO ALGARROBO;ENTRE RIOS;LA PAZ
3437;SAN GUSTAVO;ENTRE RIOS;LA PAZ
3437;SANTA ELENA;ENTRE RIOS;LA PAZ
3438;ALCARAZ;ENTRE RIOS;LA PAZ
3438;ALCARAZ SEGUNDO;ENTRE RIOS;
3438;BOVRIL;ENTRE RIOS;LA PAZ
3438;COLONIA AVIGDOR;ENTRE RIOS;LA PAZ
3438;PIEDRAS BLANCAS;ENTRE RIOS;LA PAZ
3438;PUEBLO BELLOCQ;ENTRE RIOS;PARANA
3438;SAUCE DE LUNA;ENTRE RIOS;FEDERAL
3442;CASEROS;ENTRE RIOS;URUGUAY
3442;COLONIA ELIA;ENTRE RIOS;URUGUAY
3442;CONCEPCION DEL URUGUAY;ENTRE RIOS;URUGUAY
3442;HERRERA;ENTRE RIOS;URUGUAY
3442;PRONUNCIAMIENTO;ENTRE RIOS;URUGUAY
3442;SAN CIPRIANO;ENTRE RIOS;URUGUAY
3442;SAN JUSTO;ENTRE RIOS;URUGUAY
3444;CUCHILLA;ENTRE RIOS;GUALEGUAYCHU
3444;ENRIQUE CARBO;ENTRE RIOS;GUALEGUAYCHU
3444;GENERAL GALARZA;ENTRE RIOS;GUALEGUAY
3444;GUALEGUAY;ENTRE RIOS;GUALEGUAY
3444;LAZO;ENTRE RIOS;
3444;MARIA ELINA;ENTRE RIOS;
3444;MEDANOS;ENTRE RIOS;ISLAS DEL IBICUY
3444;PUERTO RUIZ;ENTRE RIOS;GUALEGUAY
3444;TRES BOCAS;ENTRE RIOS;
3445;ALTAMIRANO;ENTRE RIOS;TALA
3445;BASAVILBASO;ENTRE RIOS;URUGUAY
3445;ESTACION ECHAGUE;ENTRE RIOS;
3445;GUARDAMONTE;ENTRE RIOS;TALA
3445;LIBAROS;ENTRE RIOS;URUGUAY
3445;MACIA;ENTRE RIOS;TALA
3445;MANSILLA;ENTRE RIOS;TALA
3445;ROCAMORA;ENTRE RIOS;URUGUAY
3445;ROSARIO DEL TALA;ENTRE RIOS;TALA
3445;SANTA ANITA;ENTRE RIOS;URUGUAY
3445;SOLA;ENTRE RIOS;
3445;VILLA MANTERO;ENTRE RIOS;URUGUAY
3445;VILLA SAN MARCIAL;ENTRE RIOS;
3446;ALDEA SAN ANTONIO;ENTRE RIOS;PARANA
3446;ALMADA;ENTRE RIOS;GUALEGUAYCHU
3446;BENJAMIN LAMBERT;ENTRE RIOS;
3446;CEIBAS;ENTRE RIOS;ISLAS DEL IBICUY
3446;GILBERT;ENTRE RIOS;GUALEGUAYCHU
3446;GUALEGUAYCHU;ENTRE RIOS;GUALEGUAYCHU
3446;IRAZUSTA;ENTRE RIOS;GUALEGUAYCHU
3446;LARROQUE;ENTRE RIOS;GUALEGUAYCHU
3446;PALAVECINO;ENTRE RIOS;
3446;PARERA;ENTRE RIOS;GUALEGUAYCHU
3446;PASTOR BRITOS;ENTRE RIOS;GUALEGUAYCHU
3446;PEHUAJO SUR;ENTRE RIOS;
3446;PERDICES;ENTRE RIOS;
3446;PUEBLO BELGRANO;ENTRE RIOS;
3446;PUEBLO IBICUY;ENTRE RIOS;
3446;URDINARRAIN;ENTRE RIOS;GUALEGUAYCHU
3446;VILLA PARANACITO;ENTRE RIOS;ISLAS DEL IBICUY
3446;VIVERO;ENTRE RIOS;
3447;1 DE MAYO;ENTRE RIOS;
3447;ARROYO BARU;ENTRE RIOS;COLON
3447;COLON;ENTRE RIOS;COLON
3447;EL BRILLANTE;ENTRE RIOS;
3447;LA CLARITA;ENTRE RIOS;COLON
3447;LIEBIG;ENTRE RIOS;COLON
3447;SAN JOSE;ENTRE RIOS;COLON
3447;VILLA ELISA;ENTRE RIOS;COLON
345;CALABACILLAS;ENTRE RIOS;CONCORDIA
345;COLONIA AYUI;ENTRE RIOS;CONCORDIA
345;CONCORDIA;ENTRE RIOS;CONCORDIA
345;ESTANCIA GRANDE;ENTRE RIOS;CONCORDIA
345;GENERAL CAMPOS;ENTRE RIOS;SAN SALVADOR
345;HUMAITA;ENTRE RIOS;
345;LA CRIOLLA;ENTRE RIOS;CONCORDIA
345;LOS CHARRUAS;ENTRE RIOS;CONCORDIA
345;NUEVA ESCOCIA;ENTRE RIOS;CONCORDIA
345;OSVALDO MAGNASCO;ENTRE RIOS;CONCORDIA
345;PEDERNAL;ENTRE RIOS;CONCORDIA
345;PUERTO YERUA;ENTRE RIOS;CONCORDIA
345;SAN SALVADOR;ENTRE RIOS;SAN SALVADOR
345;UBAJAY;ENTRE RIOS;COLON
345;VILLA ZORRAQUIN;ENTRE RIOS;
345;YERUA;ENTRE RIOS;
345;YUQUERI;ENTRE RIOS;CONCORDIA
3454;CONSCRIPTO BERNARDI;ENTRE RIOS;FEDERAL
3454;EL CIMARRON;ENTRE RIOS;FEDERAL
3454;FEDERAL;ENTRE RIOS;FEDERAL
3454;NUEVA VIZCAYA;ENTRE RIOS;FEDERAL
3454;SANTA MARIA;ENTRE RIOS;PARANA
3455;CLARA;ENTRE RIOS;
3455;DOMINGUEZ;ENTRE RIOS;VILLAGUAY
3455;DURAZNO;ENTRE RIOS;TALA
3455;INGENIERO MIGUEL SAJAROFF;ENTRE RIOS;VILLAGUAY
3455;JUBILEO;ENTRE RIOS;VILLAGUAY
3455;LAS MOSCAS;ENTRE RIOS;URUGUAY
3455;MOJONES SUR;ENTRE RIOS;
3455;PIÑEYRO;ENTRE RIOS;
3455;RAICES;ENTRE RIOS;VILLAGUAY
3455;VILLAGUAY;ENTRE RIOS;VILLAGUAY
3456;COLONIA LA ARGENTINA;ENTRE RIOS;FEDERACION
3456;CHAJARI;ENTRE RIOS;FEDERACION
3456;FEDERACION;ENTRE RIOS;FEDERACION
3456;SANTA ANA;ENTRE RIOS;FEDERACION
3456;VILLA DEL ROSARIO;ENTRE RIOS;FEDERACION
3458;LOS CONQUISTADORES;ENTRE RIOS;FEDERACION
3458;SAN JAIME DE LA FRONTERA;ENTRE RIOS;FEDERACION
3458;SAN JOSE DE FELICIANO;ENTRE RIOS;FELICIANO
3458;SAN VICTOR;ENTRE RIOS;FELICIANO
3460;CAÑADA RICA;SANTA FE;CONSTITUCION
3460;GODOY;SANTA FE;CONSTITUCION
3460;JUAN BERNABE MOLINA;SANTA FE;CONSTITUCION
3460;LA VANGUARDIA;SANTA FE;CONSTITUCION
3460;MAXIMO PAZ;SANTA FE;CONSTITUCION
3460;PEYRANO;SANTA FE;CONSTITUCION
3460;SANTA TERESA;SANTA FE;CONSTITUCION
3460;SARGENTO CABRAL;SANTA FE;CONSTITUCION
3462;CARMEN;SANTA FE;GENERAL LOPEZ
3462;CHAPUY;SANTA FE;GENERAL LOPEZ
3462;CHRISTOPHERSEN;SANTA FE;GENERAL LOPEZ
3462;ELORTONDO;SANTA FE;GENERAL LOPEZ
3462;LA CHISPA;SANTA FE;GENERAL LOPEZ
3462;MAGGIOLO;SANTA FE;GENERAL LOPEZ
3462;MARIA TERESA;SANTA FE;GENERAL LOPEZ
3462;MURPHY;SANTA FE;GENERAL LOPEZ
3462;SAN EDUARDO;SANTA FE;GENERAL LOPEZ
3462;SAN FRANCISCO DE SANTE FE;SANTA FE;GENERAL LOPEZ
3462;SANCTI SPIRITU;SANTA FE;GENERAL LOPEZ
3462;SANTA ISABEL;SANTA FE;GENERAL LOPEZ
3462;TEODELINA;SANTA FE;GENERAL LOPEZ
3462;VENADO TUERTO;SANTA FE;GENERAL LOPEZ
3462;VILLA CAÑAS;SANTA FE;GENERAL LOPEZ
3463;BENJAMIN GOULD;CORDOBA;UNION
3463;CANALS;CORDOBA;UNION
3463;COLONIA BREMEN;CORDOBA;UNION
3463;COLONIA SANTA MARIA;CORDOBA;SAN JUSTO
3463;GENERAL VIAMONTE;CORDOBA;UNION
3463;PUEBLO ITALIANO;CORDOBA;UNION
3464;AREQUITO;SANTA FE;CASEROS
3464;BIGAND;SANTA FE;CASEROS
3464;CASILDA;SANTA FE;CASEROS
3464;CHABAS;SANTA FE;CASEROS
3464;FUENTES;SANTA FE;SAN LORENZO
3464;LOS MOLINOS;SANTA FE;CASEROS
3464;PUJATO;SANTA FE;SAN LORENZO
3464;SANFORD;SANTA FE;CASEROS
3464;VILLA MUGUETA;SANTA FE;SAN LORENZO
3465;ALCORTA;SANTA FE;CONSTITUCION
3465;BERABEVU;SANTA FE;CASEROS
3465;BOMBAL;SANTA FE;CONSTITUCION
3465;CAÑADA DEL UCLE;SANTA FE;GENERAL LOPEZ
3465;CARRERAS;SANTA FE;GENERAL LOPEZ
3465;CHOVET;SANTA FE;GENERAL LOPEZ
3465;FIRMAT;SANTA FE;GENERAL LOPEZ
3465;GODEKEN;SANTA FE;CASEROS
3465;LABORDEBOY;SANTA FE;GENERAL LOPEZ
3465;LOS QUIRQUINCHOS;SANTA FE;CASEROS
3465;MELINCUE;SANTA FE;GENERAL LOPEZ
3465;VILLA DIVISA DE MAYO;SANTA FE;GENERAL LOPEZ
3465;VILLADA;SANTA FE;CASEROS
3466;AROCENA;SANTA FE;SAN JERONIMO
3466;BARRANCAS;SANTA FE;SAN JERONIMO
3466;CASALEGNO;SANTA FE;SAN JERONIMO
3466;DIAZ;SANTA FE;SAN JERONIMO
3466;ESTACION BERNARDO IRIGOYEN;SANTA FE;SAN JERONIMO
3466;MONJE;SANTA FE;SAN JERONIMO
3466;SAN FABIAN;SANTA FE;SAN JERONIMO
3467;ARTEAGA;CORDOBA;
3467;COLONIA VEINTICINCO;CORDOBA;MARCOS JUAREZ
3467;CRUZ ALTA;CORDOBA;MARCOS JUAREZ
3467;INRIVILLE;CORDOBA;MARCOS JUAREZ
3467;LOS NOGALES;SANTA FE;CASEROS
3467;LOS SURGENTES;CORDOBA;MARCOS JUAREZ
3467;MONTE BUEY;CORDOBA;MARCOS JUAREZ
3467;SALADILLO;CORDOBA;MARCOS JUAREZ
3467;SAN JOSE DE LA ESQUINA;CORDOBA;RIO PRIMERO
3468;ALEJO LEDESMA;CORDOBA;MARCOS JUAREZ
3468;ARIAS;CORDOBA;MARCOS JUAREZ
3468;CAFFERATA;CORDOBA;
3468;CAMILO ALDAO;CORDOBA;MARCOS JUAREZ
3468;CAVANAGH;CORDOBA;MARCOS JUAREZ
3468;COLONIA BARGE;CORDOBA;MARCOS JUAREZ
3468;COLONIA BISMARCK;CORDOBA;UNION
3468;CORRAL DE BUSTOS;CORDOBA;MARCOS JUAREZ
3468;CHAÑAR LADEADO;CORDOBA;
3468;GENERAL B. OHIGGINS;CORDOBA;
3468;GENERAL BALDISSERA;CORDOBA;MARCOS JUAREZ
3468;GUATIMOZIN;CORDOBA;MARCOS JUAREZ
3468;ISLA VERDE;CORDOBA;MARCOS JUAREZ
3468;MONTE MAIZ;CORDOBA;UNION
3468;WENCESLAO ESCALANTE;CORDOBA;UNION
3469;ACEBAL;SANTA FE;ROSARIO
3469;ARMINDA;SANTA FE;ROSARIO
3469;PAVON ARRIBA;SANTA FE;CONSTITUCION
3469;PUEBLO MUÑOZ;SANTA FE;ROSARIO
3469;URANGA;SANTA FE;ROSARIO
3471;ARMSTRONG;SANTA FE;BELGRANO
3471;BOUQUET;SANTA FE;BELGRANO
3471;BUSTINZA;SANTA FE;IRIONDO
3471;CAÑADA DE GOMEZ;SANTA FE;IRIONDO
3471;CLASON;SANTA FE;IRIONDO
3471;CORREA;SANTA FE;IRIONDO
3471;LAS PAREJAS;SANTA FE;BELGRANO
3471;LAS ROSAS;SANTA FE;BELGRANO
3471;MONTES DE OCA;SANTA FE;BELGRANO
3471;TORTUGAS;SANTA FE;BELGRANO
3471;VILLA ELOISA;SANTA FE;IRIONDO
3472;COLONIA FLORA;CORDOBA;
3472;GENERAL ROCA;CORDOBA;MARCOS JUAREZ
3472;LEONES;CORDOBA;MARCOS JUAREZ
3472;MARCOS JUAREZ;CORDOBA;MARCOS JUAREZ
3472;NOETINGER;CORDOBA;UNION
3472;SAIRA;CORDOBA;MARCOS JUAREZ
3472;VILLA ELISA;CORDOBA;MARCOS JUAREZ
3476;ALDAO;SANTA FE;SAN LORENZO
3476;CLARKE;SANTA FE;IRIONDO
3476;LUCIO VICENTE LOPEZ;SANTA FE;
3476;LUIS PALACIOS;SANTA FE;SAN LORENZO
3476;MACIEL;SANTA FE;SAN JERONIMO
3476;OLIVEROS;SANTA FE;IRIONDO
3476;PUEBLO ANDINO;SANTA FE;IRIONDO
3476;PUERTO GABOTO;SANTA FE;
3476;RICARDONE;SANTA FE;SAN LORENZO
3476;SALTO GRANDE;SANTA FE;IRIONDO
3476;SAN LORENZO;SANTA FE;SAN LORENZO
3476;SERODINO;SANTA FE;IRIONDO
3476;TIMBUES;SANTA FE;SAN LORENZO
3476;TOTORAS;SANTA FE;IRIONDO
3476;VILLA LA RIBERA;SANTA FE;IRIONDO
348;DIQUE LUJAN;BUENOS AIRES;
348;ESCOBAR;BUENOS AIRES;ESCOBAR
348;GARIN;BUENOS AIRES;
348;INGENIERO MASCHWITZ;BUENOS AIRES;
348;ISLA MARTIN GARCIA;BUENOS AIRES;LA PLATA
348;MAQUINISTA SAVIO;BUENOS AIRES;
348;MATHEU;BUENOS AIRES;
348;ZELAYA;BUENOS AIRES;
3482;ARROYO CEIBAL;SANTA FE;GENERAL OBLIGADO
3482;BERNA;SANTA FE;GENERAL OBLIGADO
3482;CAMPO HARDY;SANTA FE;GENERAL OBLIGADO
3482;CAÑADA OMBU;SANTA FE;VERA
3482;EL ARAZA;SANTA FE;GENERAL OBLIGADO
3482;EL RABON;SANTA FE;GENERAL OBLIGADO
3482;EL SOMBRERITO;SANTA FE;GENERAL OBLIGADO
3482;FLOR DE ORO;SANTA FE;GENERAL OBLIGADO
3482;FLORENCIA;SANTA FE;GENERAL OBLIGADO
3482;GARABATO;SANTA FE;VERA
3482;GUADALUPE NORTE;SANTA FE;GENERAL OBLIGADO
3482;INGENIERO CHANOURDIE;SANTA FE;GENERAL OBLIGADO
3482;INTIYACO;SANTA FE;VERA
3482;LA SARITA;SANTA FE;GENERAL OBLIGADO
3482;LANTERI;SANTA FE;GENERAL OBLIGADO
3482;LAS GARZAS;SANTA FE;GENERAL OBLIGADO
